assay,target_gene,target_group,primer_F,primer_R,process,pathway,rep_id,timepoint,location,treatment,sample,conc,Ct,gwc,pH,block,log_conc
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,437,5,Karama,Brachiaria cv. Mulato II,645,1710.1901470634275,26.74,0.16,6.15,3,3.2330444000000007
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,499,1,Rubona,Napier grass,202,13032.880104478523,21.08,0.09,5.99,1,4.115040400000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,454,4,Rubona,Desmodium distortum,511,19408.791740220237,23.21,0.131868132,5.31,2,4.2879985000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,469,1,Karama,maize monoculture,250,1682.9553732981706,24.02,0.13,6.31,4,3.2260726
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,456,6,Rubona,Desmodium distortum,725,11163.593136611444,23.4,0.140611354,5.22,4,4.047804000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,469,1,Karama,maize monoculture,229,307.81501458067333,26.46,0.1,5.88,1,2.4882898000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,433,1,Karama,Brachiaria cv. Mulato II,252,1005.3535134270273,24.76,0.11,6.47,4,3.0023187999999994
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,489,3,Rubona,Napier + Desmodium,406,2555.6101245137916,23.42,0.16,5.29,1,3.4074945999999997
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,504,6,Rubona,Napier grass,723,9222.834171462577,23.74,0.155060353,5.29,4,3.9648644000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,437,5,Karama,Brachiaria cv. Mulato II,652,167,27.49,0.16,6.47,4,2.2227164711475833
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,478,4,Rubona,maize monoculture,515,5186.226739407116,25.79,0.154368932,5.33,3,3.714851500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,463,1,Rubona,Maize + Desmodium,226,8061.300303415623,21.77,0.06,5.21,4,3.9064051000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,474,6,Karama,maize monoculture,729,1262.7483217859524,27.28,0.101754386,5.88,1,3.1013168
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,502,4,Rubona,Napier grass,523,8134.736690036601,24.91,0.143430291,5.29,4,3.9103435000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,473,5,Karama,maize monoculture,643,13212.530413342653,23.1,0.14,6.22,3,4.120986
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,437,5,Karama,Brachiaria cv. Mulato II,645,167,28.02,0.16,6.15,3,2.2227164711475833
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,498,6,Karama,Napier grass,751,1614.9627888865898,26.842,0.122854562,6.49,4,3.208162520000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,480,6,Rubona,maize monoculture,722,33568.07215221708,21.44,0.157798165,5.05,4,4.5259264
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,480,6,Rubona,maize monoculture,708,3015.947657656125,25.73,0.179063361,5.45,2,3.4794238
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,433,1,Karama,Brachiaria cv. Mulato II,245,537.261598633538,25.66,0.14,6.15,3,2.7301858
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,439,1,Rubona,Brachiaria cv. Mulato II,217,8463.909284837657,21.7,0.06,5.74,3,3.9275710000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,504,6,Rubona,Napier grass,723,15376.22764144356,22.83,0.155060353,5.29,4,4.186849800000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,476,2,Rubona,maize monoculture,322,2451.0512941222696,23.48,0.14,5.05,4,3.3893524
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,433,1,Karama,Brachiaria cv. Mulato II,231,285.12093070280866,26.57,0.14,6.06,1,2.455029099999999
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,485,5,Karama,Napier + Desmodium,655,2706.857229856239,25.9225,0.17,6.11,4,3.43246535
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,472,4,Karama,maize monoculture,543,13706.813385010359,23.89,0.133858268,6.22,3,4.136936500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,449,5,Karama,Desmodium distortum,653,20707.992546847217,22.3,0.12,6.48,4,4.3161380000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,450,6,Karama,Desmodium distortum,753,5625.967253727184,24.62,0.099910794,6.48,4,3.7501972000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,438,6,Karama,Brachiaria cv. Mulato II,731,5077.829917062106,24.802500000000002,0.158362989,6.06,1,3.70567815
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,502,4,Rubona,Napier grass,509,9339.508033441018,24.64,0.141878669,5.65,2,3.9703240000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,456,6,Rubona,Desmodium distortum,725,9222.834171462577,23.74,0.140611354,5.22,4,3.9648644000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,501,3,Rubona,Napier grass,409,1188.1946703059173,24.52,0.16,5.65,2,3.0748876000000003
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,494,2,Karama,Napier grass,344,1196.4961348200732,24.51,0.14,6.15,3,3.0779112999999994
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,501,3,Rubona,Napier grass,416,412.3682312907369,26.04,0.16,5.34,3,2.6152852000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,486,6,Karama,Napier + Desmodium,741,8719.074730838487,23.84,0.130314233,6.25,2,3.9404704000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,504,6,Rubona,Napier grass,702,7587.43965441881,24.0875,0.164939551,5.99,1,3.880095250000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,451,1,Rubona,Desmodium distortum,218,4131.710653735019,22.73,0.05,5.34,3,3.6161299
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,451,1,Rubona,Desmodium distortum,211,1131.674942855633,24.59,0.11,5.31,2,3.0537217000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,457,1,Karama,Maize + Desmodium,233,1375.261546779607,24.31,0.06,6.16,1,3.1383853000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,482,2,Karama,Napier + Desmodium,341,931.2324475924103,24.87,0.1,6.25,2,2.9690581
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,473,5,Karama,maize monoculture,629,7085.3776001139895,25.18,0.12,5.88,1,3.8503630000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,449,5,Karama,Desmodium distortum,646,3733.5416455401983,25.35,0.13,5.85,3,3.572121
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,485,5,Karama,Napier + Desmodium,648,6925.561655918422,24.25,0.16,6.25,3,3.8404550000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,450,6,Karama,Desmodium distortum,746,10204.074012802583,23.56,0.114695341,5.85,3,4.0087736000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,487,1,Rubona,Napier + Desmodium,213,4368.370845884796,22.65,0.06,5.6,2,3.6403195000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,502,4,Rubona,Napier grass,502,12247.952685767894,24.11,0.179254783,5.99,1,4.088063500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,424,4,Karama,Brachiaria + Desmodium,556,2097.229703073992,27.56,0.129970902,5.94,4,3.321646000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,456,6,Rubona,Desmodium distortum,718,13819.78224442973,23.02,0.182882883,5.34,3,4.140501200000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,489,3,Rubona,Napier + Desmodium,427,8260.53165898679,24.88,0.17,5.26,4,3.917008000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,433,1,Karama,Brachiaria cv. Mulato II,238,804.5636363761131,25.08,0.14,6.45,2,2.9055604000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,461,5,Karama,Maize + Desmodium,647,5884.538383524667,24.54,0.13,6.19,3,3.7697124000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,463,1,Rubona,Maize + Desmodium,212,2318.263513345287,23.56,0.05,5.44,2,3.3651628000000002
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,439,1,Rubona,Brachiaria cv. Mulato II,224,10799.421699917595,21.35,0.07,5.35,4,4.0334005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,499,1,Rubona,Napier grass,223,7949.82740511707,21.79,0.06,5.29,4,3.9003577000000007
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,465,3,Rubona,Maize + Desmodium,426,18346.870688546,23.32,0.18,5.21,4,4.263562000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,442,4,Rubona,Brachiaria cv. Mulato II,517,29073.47876127226,22.42,0.15628091,5.74,3,4.463497
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,502,4,Rubona,Napier grass,516,2046.940411047011,26.42,0.154455446,5.34,3,3.3111052
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,460,4,Karama,Maize + Desmodium,554,4141.002569661944,26.23,0.113837095,6.25,4,3.617105500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,442,4,Rubona,Brachiaria cv. Mulato II,510,25714.672644902144,22.66,0.142433234,5.55,2,4.410181000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,460,4,Karama,Maize + Desmodium,540,6396.361491541651,25.38,0.129126214,5.96,2,3.8059330000000013
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,456,6,Rubona,Desmodium distortum,711,31556.803097130345,21.55,0.14571949,5.31,2,4.499093
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,501,3,Rubona,Napier grass,402,1221.7501471289086,24.48,0.14,5.99,1,3.0869824
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,478,4,Rubona,maize monoculture,501,31231.87084308055,22.28,0.148330059,5.16,1,4.494598000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,471,3,Karama,maize monoculture,429,10240.260388862447,24.46,0.12,5.88,1,4.010311000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,449,5,Karama,Desmodium distortum,632,8345.473837633946,24.86,0.13,6.13,1,3.921451000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,449,5,Karama,Desmodium distortum,639,167,27.79,0.14,6.21,2,2.2227164711475833
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,421,1,Karama,Brachiaria + Desmodium,249,1221.7501471289086,24.48,0.12,6.29,3,3.0869824
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,485,5,Karama,Napier + Desmodium,641,167,29.22,0.14,6.25,2,2.2227164711475833
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,485,5,Karama,Napier + Desmodium,648,3431.863454505897,25.5,0.16,6.25,3,3.5355300000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,450,6,Karama,Desmodium distortum,753,7284.66525733523,24.16,0.099910794,6.48,4,3.8624096000000003
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,458,2,Karama,Maize + Desmodium,354,643.875648051573,25.4,0.14,6.25,4,2.808802000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,445,1,Karama,Desmodium distortum,232,108.3265220907113,27.96,0.11,6.13,1,2.034734799999999
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,432,6,Rubona,Brachiaria + Desmodium,728,9205.582334301012,23.743333333333332,0.136067102,5.78,4,3.964051266666667
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,465,3,Rubona,Maize + Desmodium,405,1309.8434719982858,24.38,0.15,5.39,1,3.1172194000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,438,6,Karama,Brachiaria cv. Mulato II,752,4916.449696927356,24.86,0.134683099,6.47,4,3.691651600000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,489,3,Rubona,Napier + Desmodium,420,1318.9948504496747,24.37,0.14,5.42,3,3.1202430999999997
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,492,6,Rubona,Napier + Desmodium,727,9119.80600108326,23.76,0.142218247,5.26,4,3.9599856000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,494,2,Karama,Napier grass,351,1213.2734665978146,24.49,0.15,6.49,4,3.0839587
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,465,3,Rubona,Maize + Desmodium,412,1779.3533487140385,23.94,0.15,5.44,2,3.2502622
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,430,4,Rubona,Brachiaria + Desmodium,514,5500.974097662655,24.66,0.1352657,NA,2,3.7404396
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,488,2,Rubona,Napier + Desmodium,327,5420.68536394498,22.34,0.1,5.26,4,3.7340542
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,474,6,Karama,maize monoculture,750,1461.3061094501268,27.02,0.108156028,6.31,4,3.164741200000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,486,6,Karama,Napier + Desmodium,734,13268.308173140515,23.0925,0.112701252,6.34,1,4.12281555
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,442,4,Rubona,Brachiaria cv. Mulato II,524,38322.867710905244,21.88,0.136363636,5.35,4,4.583458000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,487,1,Rubona,Napier + Desmodium,220,4849.254751406235,22.5,0.06,5.42,3,3.685675
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,475,1,Rubona,maize monoculture,222,5235.229200220911,22.39,0.08,5.05,4,3.7189357000000003
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,460,4,Karama,Maize + Desmodium,533,3515.7460702573662,26.55,0.117475728,6.16,1,3.5460175000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,424,4,Karama,Brachiaria + Desmodium,556,2303.205028236444,26.21,0.129970902,5.94,4,3.3623326000000002
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,480,6,Rubona,maize monoculture,715,14645.63928039547,22.916666666666668,0.167408727,5.33,3,4.165708333333334
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,475,1,Rubona,maize monoculture,201,16980.129574517618,20.7,0.09,5.16,1,4.229941
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,456,6,Rubona,Desmodium distortum,718,15290.102612851491,22.84,0.182882883,5.34,3,4.184410400000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,487,1,Rubona,Napier + Desmodium,206,4368.370845884796,22.65,0.07,5.29,1,3.6403195000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,439,1,Rubona,Brachiaria cv. Mulato II,203,12763.48581354962,21.11,0.06,5.65,1,4.1059693
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,439,1,Rubona,Brachiaria cv. Mulato II,210,1062.9391421425835,24.68,0.07,5.55,2,3.0265084
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,430,4,Rubona,Brachiaria + Desmodium,528,43550.736109478166,21.63,0.137862138,5.78,4,4.638995500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,450,6,Karama,Desmodium distortum,739,2153.078181528694,26.33,0.131702728,6.21,2,3.333059800000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,502,4,Rubona,Napier grass,516,14454.943550448685,22.94,0.154455446,5.34,3,4.1600164
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,454,4,Rubona,Desmodium distortum,511,10854.429444390355,23.45,0.131868132,5.31,2,4.035607000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,454,4,Rubona,Desmodium distortum,511,7408.457605542028,24.13,0.131868132,5.31,2,3.8697278000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,455,5,Rubona,Desmodium distortum,611,41591.25258375767,21.72,0.13,5.31,2,4.619002000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,432,6,Rubona,Brachiaria + Desmodium,728,9205.582334301012,23.743333333333332,0.136067102,5.78,4,3.964051266666667
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,438,6,Karama,Brachiaria cv. Mulato II,752,5200.505978773483,24.76,0.134683099,6.47,4,3.7160456
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,438,6,Karama,Brachiaria cv. Mulato II,731,5288.881054941549,24.73,0.158362989,6.06,1,3.7233638000000004
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,478,4,Rubona,maize monoculture,522,2229.995568455127,27.44,0.140159046,5.05,4,3.3483040000000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,421,1,Karama,Brachiaria + Desmodium,242,564.0942852773258,25.59,0.13,5.93,2,2.7513517
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,425,5,Karama,Brachiaria + Desmodium,642,3754.571679746872,25.34,0.14,5.93,2,3.5745604
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,503,5,Rubona,Napier grass,616,60418.71717662078,20.99,0.15,5.34,3,4.781171500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,431,5,Rubona,Brachiaria + Desmodium,628,32040.958540247288,22.23,0.12,5.78,4,4.505705500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,493,1,Karama,Napier grass,237,122.78954780531053,27.78,0.14,6.77,2,2.0891614
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,500,2,Rubona,Napier grass,316,81286.514171303,20.41,0.13,5.34,3,4.9100185000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,447,3,Karama,Desmodium distortum,432,8873.786999728256,24.74,0.13,6.13,1,3.9481090000000014
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,497,5,Karama,Napier grass,637,1358.4041509520305,27.15,0.13,6.77,2,3.1330290000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,494,2,Karama,Napier grass,337,63.37382204379146,28.73,0.07,6.77,2,1.8019099
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,455,5,Rubona,Desmodium distortum,604,27064.25021828055,22.56,0.12,5.61,1,4.432396000000002
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,466,4,Rubona,Maize + Desmodium,526,19810.00111578994,23.17,0.142576205,5.21,4,4.296884500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,445,1,Karama,Desmodium distortum,253,4460.572473538286,22.62,0.14,6.48,4,3.6493906000000003
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,478,4,Rubona,maize monoculture,515,2928.3093217936266,25.7825,0.154368932,5.33,3,3.4666169500000006
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,481,1,Karama,Napier + Desmodium,248,1346.834398960674,24.34,0.13,6.25,3,3.1293142000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,436,4,Karama,Brachiaria cv. Mulato II,531,3894.4622637152543,26.35,0.119417476,6.06,1,3.5904475000000007
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,428,2,Rubona,Brachiaria + Desmodium,328,2485.4200643748613,23.46,0.13,5.78,4,3.3953998
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,434,2,Karama,Brachiaria cv. Mulato II,352,1414.0999274858873,24.27,0.16,6.47,4,3.1504801000000002
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,440,2,Rubona,Brachiaria cv. Mulato II,310,28925.142021453135,22.43,0.11,5.55,2,4.461275500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,493,1,Karama,Napier grass,244,4586.542266194032,22.58,0.15,6.15,3,3.661485400000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,464,2,Rubona,Maize + Desmodium,312,27203.043750912173,22.55,0.11,5.44,2,4.434617500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,490,4,Rubona,Napier + Desmodium,513,13588.859239016998,23.05,0.138033764,5.6,2,4.133183000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,460,4,Karama,Maize + Desmodium,547,21064.080217132137,23.05,0.133928571,6.19,3,4.323542500000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,490,4,Rubona,Napier + Desmodium,513,28522.251169598665,21.73,0.138033764,5.6,2,4.4551838
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,480,6,Rubona,maize monoculture,701,14645.63928039547,22.916666666666668,0.193913043,5.16,1,4.165708333333334
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,490,4,Rubona,Napier + Desmodium,513,18630.585345398453,23.29,0.138033764,5.6,2,4.2702265000000015
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,444,6,Rubona,Brachiaria cv. Mulato II,717,18096.408864355246,22.54,0.184021544,5.74,3,4.257592400000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,462,6,Karama,Maize + Desmodium,747,8670.237618251402,23.85,0.098143236,6.19,3,3.9380310000000005
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,444,6,Rubona,Brachiaria cv. Mulato II,724,15204.459986102223,22.85,0.14986124,5.35,4,4.181971
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,496,4,Karama,Napier grass,530,12824.9889619232,24.02,0.127576055,5.99,1,4.108057000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,496,4,Karama,Napier grass,551,19309.765513802235,23.22,0.120271581,6.49,4,4.285777000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,463,1,Rubona,Maize + Desmodium,219,10285.717686295904,21.42,0.04,5.39,3,4.012234599999999
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,500,2,Rubona,Napier grass,309,20532.17702408605,23.1,0.14,5.65,2,4.312435000000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,491,5,Rubona,Napier + Desmodium,627,29674.471982054685,22.38,0.12,5.26,4,4.4723830000000016
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,500,2,Rubona,Napier grass,323,3471.661713993774,22.98,0.11,5.29,4,3.5405374
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,461,5,Karama,Maize + Desmodium,640,4165.712562703443,25.155,0.15,5.96,2,3.6196893
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,425,5,Karama,Brachiaria + Desmodium,656,1635.0430803482561,26.82,0.13,5.94,4,3.213529200000001
7,amoA,archaea_AOA,Arch-amoAF,Arch-amoAR,ammonia_oxidation,nitrification,474,6,Karama,maize monoculture,750,7003.801033617209,24.23,0.108156028,6.31,4,3.8453338000000006
